Container,Image,Name,Type,Chance,Rarity,Min Ammo,Max Ammo
Sport bag,Shusicon.png,Shustrilo sealing foam,Building Material,0.08,Super Rare,,
Sport bag,Boltsicon.png,Bolts,Building Material,0.35,Common,,
Sport bag,Screwnuticon.png,Screw nut,Building Material,0.35,Common,,
Sport bag,Broken GPhone x Icon.png,Broken GPhone X,Electronics,0.03,Super Rare,,
Sport bag,COFDM Icon.png,Military COFDM wireless Signal Transmitter,Electronics,0.0005,Super Rare,,
Sport bag,UHFRFIDIcon.png,UHF RFID Reader,Electronics,0.0005,Super Rare,,
Sport bag,VPXFlashIcon.png,VPX Flash Storage Module,Electronics,0.0005,Super Rare,,
Sport bag,Virtex programmable processor Icon.png,Virtex programmable processor,Electronics,0.0005,Super Rare,,
Sport bag,Wiresicon.png,Wires,Electronics,0.15,Common,,
Sport bag,Capacitorsicon.png,Capacitors,Electronics,0.15,Common,,
Sport bag,Tetriz icon.png,Tetriz portable game,Electronics,0.004,Rare,,
Sport bag,PC CPU Icon.png,PC CPU,Electronics,0.05,Rare,,
Sport bag,CPU Fan Icon.png,CPU Fan,Electronics,0.2,Rare,,
Sport bag,DVD drive Icon.png,DVD drive,Electronics,0.2,Rare,,
Sport bag,Electric Drill icon.png,Electric drill,Electronics,0.06,Super Rare,,
Sport bag,Damaged Hard Drive Icon.png,Damaged hard drive,Electronics,0.17,Rare,,
Sport bag,Magnet Icon.png,Magnet,Electronics,0.04,Super Rare,,
Sport bag,Circuit Icon.png,Printed circuit board,Electronics,0.1,Rare,,
Sport bag,Powercord icon.png,Powercord,Electronics,0.1,Rare,,
Sport bag,Spark Plug Icon .png,Spark plug,Electronics,0.1,Rare,,
Sport bag,Energy-Saving Lamp Icon.png,Energy-saving lamp,Electronics,0.17,Rare,,
Sport bag,Gas Analyzer Icon.png,Gas analyzer,Electronics,0.05,Super Rare,,
Sport bag,UV lamp Icon.png,Ultraviolet lamp,Electronics,0.04,Super Rare,,
Sport bag,Geiger-Mueller counter Icon.png,Geiger-Muller counter,Electronics,0.03,Super Rare,,
Sport bag,Broken GPhone Icon.png,Broken GPhone,Electronics,0.05,Super Rare,,
Sport bag,Psuicon.png,Power supply unit,Electronics,0.05,Rare,,
Sport bag,Ramicon.png,RAM,Electronics,0.03,Rare,,
Sport bag,T-Shaped Plug Icon.png,T-Shaped Plug,Electronics,0.25,Rare,,
Sport bag,USB Adapter Icon.png,USB Adapter,Electronics,0.2,Rare,,
Sport bag,Graphics Card icon.png,Graphics card,Electronics,0.02,Rare,,
Sport bag,1gphone icon.png,Golden 1GPhone,Electronics,0.003,Super Rare,,
Sport bag,Soap icon.png,Soap,Household Goods,0.09,Common,,
Sport bag,Toilet paper icon.png,Toilet paper,Household Goods,0.08,Rare,,
Sport bag,Printer Paper icon.png,Printer paper,Household Goods,0.05,Common,,
Sport bag,Heat-exchange alkali surface washer icon.png,Heat-exchange alkali surface washer,Household Goods,0.07,Rare,,
Sport bag,Paidicon.png,Paid AntiRoach,Household Goods,0.07,Rare,,
Sport bag,Bleachicon.png,Ox bleach,Household Goods,0.08,Rare,,
Sport bag,Sodium Bicarbonate icon.png,Sodium bicarbonate,Household Goods,0.08,Common,,
Sport bag,Clin Wiper icon.png,Clin wiper,Household Goods,0.06,Rare,,
Sport bag,Toothpasteicon.png,Toothpaste,Household Goods,0.11,Common,,
Sport bag,Deadlyslobs beard oil icon.png,Deadlyslob's beard oil,Household Goods,0.005,Super Rare,,
Sport bag,Teapot icon.png,Antique teapot,Valuable,0.02,Super Rare,,
Sport bag,Vaseicon.png,Antique vase,Valuable,0.02,Super Rare,,
Sport bag,Prokill medallion Icon.png,Chain with Prokill medallion,Valuable,0.001,Super Rare,,
Sport bag,Chainlet icon.png,Chainlet,Valuable,0.05,Rare,,
Sport bag,Golden neck chain Icon.png,Golden neck chain,Valuable,0.02,Rare,,
Sport bag,Horse figurine Icon.png,Horse figurine,Valuable,0.05,Rare,,
Sport bag,Caticon.png,Cat figurine,Valuable,0.02,Super Rare,,
Sport bag,Bronze Lion Icon.png,Bronze lion,Valuable,0.01,Super Rare,,
Sport bag,Roler icon.png,Roler submariner gold wrist watch,Valuable,0.01,Super Rare,,
Sport bag,Wooden clock icon.png,Wooden clock,Valuable,0.01,Super Rare,,
Sport bag,Bitcoin icon.png,Physical bitcoin,Valuable,0.01,Super Rare,,
Sport bag,GoldenRoosterIcon.png,Golden rooster,Valuable,0.005,Super Rare,,
Sport bag,Silver Badge icon.png,Silver Badge,Valuable,0.005,Super Rare,,
Sport bag,Cricket lighter Icon.png,Crickent lighter,Flammable material,0.4,Common,,
Sport bag,Dryfuelicon.png,Dry fuel,Flammable material,0.05,Common,,
Sport bag,WD40 100ml Icon.png,WD-40 100ml.,Flammable material,0.02,Rare,,
Sport bag,Wd-40400icon.png,WD-40 400ml,Flammable material,0.05,Super Rare,,
Sport bag,Matches Icon.png,Classic matches,Flammable material,0.4,Rare,,
Sport bag,Zibbo lighter Icon.png,Zibbo lighter,Flammable material,0.15,Rare,,
Sport bag,5L propane tank icon.png,5L propane tank,Flammable material,0.05,Rare,,
Sport bag,FireKlean icon.png,FireKlean gun lube,Flammable material,0.02,Super Rare,,
Sport bag,Fuelcondicon.png,Fuel conditioner,Flammable material,0.15,Super Rare,,
Sport bag,Defibrillatoricon.png,Portable defibrillator,Medical Supplies,0.0005,Super Rare,,
Sport bag,TransilluminatorIcon.png,LEDX Skin Transilluminator,Medical Supplies,0.0005,Super Rare,,
Sport bag,Medical Bloodset Icon.png,Medical bloodset,Medical Supplies,0.08,Rare,,
Sport bag,Hydrogen Peroxide icon.png,Hydrogen peroxide,Medical Supplies,0.06,Rare,,
Sport bag,Ophthalmoscopeicon.png,Ophthalmoscope,Medical Supplies,0.01,Super Rare,,
Sport bag,Saline Solution icon.png,Saline solution,Medical Supplies,0.06,Rare,,
Sport bag,PliersElite.png,Pliers Elite,Tool,0.02,Rare,,
Sport bag,Plier Icon.png,Pliers,Tool,0.21,Rare,,
Sport bag,Construction Measuring Tape Icon.png,Construction measuring tape,Tool,0.17,Rare,,
Sport bag,Screwdriver Icon.png,Screwdriver,Tool,0.18,Rare,,
Sport bag,Toolsicon.png,A set of tools,Tool,0.08,Super Rare,,
Sport bag,Wrench Icon.png,Wrench,Tool,0.18,Rare,,
Sport bag,FireSteelIcon.png,Old firesteel,Tool,0.003,Super Rare,,
Sport bag,ParacordIcon.png,Paracord,Other,0.07,Super Rare,,
Sport bag,Coffeicon.png,Coffee Majaica,Other,0.07,Rare,,
Sport bag,Malboro Cigarettes Icon.png,Malboro Cigarettes,Other,0.4,Common,,
Sport bag,Apollon Soyuz cigarettes Icon.png,Apollon Soyuz cigarettes,Other,0.5,Common,,
Sport bag,Cigred.png,Strike Cigarettes,Other,0.3,Common,,
Sport bag,Wilstonicon.png,Wilston cigarettes,Other,0.15,Common,,
Sport bag,Airfiltericon.png,Air filter for gas mask,Other,0.08,Rare,,
Sport bag,Gunpowder Icon.png,"Gunpowder ""Kite""",Other,0.06,Rare,,
Sport bag,EnglishTeaIcon.png,42nd Signature Blend English Tea,Other,0.03,Super Rare,,
Sport bag,BatteredBookIcon.png,Battered antique Book,Other,0.04,Super Rare,,
Sport bag,PM icon.png,PM 9x18PM pistol,Pistol,0.15,Common,,
Sport bag,Aquamari icon.png,Water bottle with a filter Aquamari,Drink,0.06,Super Rare,,
Sport bag,Green Tea icon.png,Green Ice,Drink,0.1,Common,,
Sport bag,Apple Juice icon.png,Apple juice,Drink,0.3,Rare,,
Sport bag,Grand Juice icon.png,Grand juice,Drink,0.3,Rare,,
Sport bag,Vita Juice icon.png,Vita juice,Drink,0.3,Rare,,
Sport bag,NRG Drink icon.png,Max energy,Drink,0.1,Common,,
Sport bag,Pack ofMilk icon.png,Pack of milk,Drink,0.25,Rare,,
Sport bag,Tar Cola icon.png,TarCola,Drink,0.08,Common,,
Sport bag,Hor Rod icon.png,Hot Rod,Drink,0.21,Rare,,
Sport bag,Pineapple Juice icon.png,Russian Army pineapple juice,Drink,0.27,Rare,,
Sport bag,Water icon.png,0.6L water bottle,Drink,0.05,Common,,
Sport bag,Can of sprats Icon.png,Can of sprats,Food,0.05,Rare,,
Sport bag,DDGMayoIcon.png,Jar of DevilDog mayo,Food,0.03,Super Rare,,
Sport bag,Alyonka Chocolate Bar icon.png,Alyonka chocolate bar,Food,0.15,Common,,
Sport bag,Can of beef stew Icon.png,Can of beef stew,Food,0.1,Common,,
Sport bag,Rye Croutons.png,Rye croutons,Food,0.15,Common,,
Sport bag,Can of beef stew alt Icon.png,Can of delicious beef stew,Food,0.2,Common,,
Sport bag,Condmilkicon.png,Condensed milk,Food,0.17,Rare,,
Sport bag,Emeyla Croutons.png,Emelya rye croutons,Food,0.25,Common,,
Sport bag,Herring icon.png,Can of herring,Food,0.15,Common,,
Sport bag,Humpback icon.png,Humpback salmon,Food,0.13,Common,,
Sport bag,Saury icon.png,Can of pacific saury,Food,0.12,Common,,
Sport bag,MRE icon.png,MRE lunch box,Food,0.2,Rare,,
Sport bag,Lunchbox icon.png,Iskra lunch box,Food,0.2,Common,,
Sport bag,Sugar icon.png,Pack of sugar,Food,0.12,Rare,,
Sport bag,Oatflakes icon.png,Pack of oat flakes,Food,0.15,Rare,,
Sport bag,Peas icon.png,Can of green peas,Food,0.12,Common,,
Sport bag,Slickers bar icon.png,Slickers bar,Food,0.19,Common,,
Sport bag,Squash Spread icon.png,Squash spread,Food,0.09,Common,,
Sport bag,Army Crackers icon.png,Army Crackers,Food,0.25,Common,,
Sport bag,A-2607 Bars.png,Bars A-2607- 95x18,Melee weapon,0.3,Rare,,
Sport bag,Damascusknifeicon.png,Bars A-2607- Damascus,Melee weapon,0.3,Rare,,
Sport bag,EFT Grizzly Icon.png,Grizzly First Aid Kit,Medkit,0.02,Super Rare,,
Sport bag,EFT Car-first-aid-kit Icon.png,Car first aid kit,Medkit,0.1,Common,,
Sport bag,EFT IFAK Icon.png,IFAK personal tactical first aid kit,Medkit,0.07,Super Rare,,
Sport bag,AI-2 Icon.png,AI-2 medikit,Medkit,0.12,Common,,
Sport bag,EFT Salewa-First-Aid-Kit Icon 2.png,Salewa FIRST AID KIT,Medkit,0.12,Rare,,
Sport bag,EFT Aseptic-Bandage Icon.png,Aseptic bandage,Injury treatment,0.15,Common,,
Sport bag,EFT Army-Bandage Icon.png,Army bandage,Injury treatment,0.2,Rare,,
Sport bag,Golden Star Balm Icon.png,Golden Star Balm,Injury treatment,0.01,Super Rare,,
Sport bag,AluSplintIcon.png,Immobilizing splint (alu),Injury treatment,0.04,Super Rare,,
Sport bag,EFT Splint Icon.png,Immobilizing splint,Injury treatment,0.15,Common,,
Sport bag,EFT Vaseline Icon.png,Vaseline,Injury treatment,0.02,Super Rare,,
Sport bag,EFT Augmentin-antibiotic-pills Icon.png,Augmentin antibiotic pills,Pills,0.04,Super Rare,,
Sport bag,Ibuprofen painkiller icon.png,Ibuprofen painkillers,Pills,0.03,Super Rare,,
Sport bag,EFT Painkillers Icon.png,Analgin painkillers,Pills,0.13,Common,,
Sport bag,EFT Morphine Icon.png,Morphine injector,Injector,0.07,Rare,,
Sport bag,PropitalIcon.png,Propital,Stimulator,0.07,Super Rare,,
Sport bag,Combat stimulant SJ1 icon.png,Combat stimulant injector SJ1 TGLabs,Stimulator,0.01,Super Rare,,
Sport bag,Combat stimulant SJ6 icon.png,Combat stimulant injector SJ6 TGLabs,Stimulator,0.05,Super Rare,,
Sport bag,Hemostatic drug Zagustin icon.png,Hemostatic drug Zagustin,Stimulator,0.02,Super Rare,,
Sport bag,ETG change icon.png,Regenerative stimulant injector eTG-change,Stimulator,0.02,Super Rare,,
Sport bag,Adrenaline Icon.png,Adrenaline injector,Stimulator,0.04,Super Rare,,
Plastic suitcase,Car Battery Icon.png,Car battery,Energy Element,0.08,Rare,,
Plastic suitcase,PowerbankIcon.png,Powerbank,Energy Element,0.02,Rare,,
Plastic suitcase,AA Battery Icon 2.png,AA Battery,Energy Element,0.2,Common,,
Plastic suitcase,D Size Battery Icon.png,D Size Battery,Energy Element,0.1,Common,,
Plastic suitcase,Recicon.png,Rechargeable battery,Energy Element,0.1,Rare,,
Plastic suitcase,COFDM Icon.png,Military COFDM wireless Signal Transmitter,Electronics,0.0005,Super Rare,,
Plastic suitcase,Virtex programmable processor Icon.png,Virtex programmable processor,Electronics,0.0005,Super Rare,,
Plastic suitcase,Soap icon.png,Soap,Household Goods,0.09,Common,,
Plastic suitcase,Toilet paper icon.png,Toilet paper,Household Goods,0.08,Rare,,
Plastic suitcase,Toothpasteicon.png,Toothpaste,Household Goods,0.11,Common,,
Plastic suitcase,Deadlyslobs beard oil icon.png,Deadlyslob's beard oil,Household Goods,0.005,Super Rare,,
Plastic suitcase,Teapot icon.png,Antique teapot,Valuable,0.02,Super Rare,,
Plastic suitcase,Vaseicon.png,Antique vase,Valuable,0.02,Super Rare,,
Plastic suitcase,Prokill medallion Icon.png,Chain with Prokill medallion,Valuable,0.001,Super Rare,,
Plastic suitcase,Chainlet icon.png,Chainlet,Valuable,0.05,Rare,,
Plastic suitcase,Golden neck chain Icon.png,Golden neck chain,Valuable,0.02,Rare,,
Plastic suitcase,Horse figurine Icon.png,Horse figurine,Valuable,0.05,Rare,,
Plastic suitcase,Caticon.png,Cat figurine,Valuable,0.02,Super Rare,,
Plastic suitcase,Bronze Lion Icon.png,Bronze lion,Valuable,0.01,Super Rare,,
Plastic suitcase,Roler icon.png,Roler submariner gold wrist watch,Valuable,0.01,Super Rare,,
Plastic suitcase,Wooden clock icon.png,Wooden clock,Valuable,0.01,Super Rare,,
Plastic suitcase,Bitcoin icon.png,Physical bitcoin,Valuable,0.01,Super Rare,,
Plastic suitcase,GoldenRoosterIcon.png,Golden rooster,Valuable,0.005,Super Rare,,
Plastic suitcase,Silver Badge icon.png,Silver Badge,Valuable,0.005,Super Rare,,
Plastic suitcase,Zibbo lighter Icon.png,Zibbo lighter,Flammable material,0.15,Rare,,
Plastic suitcase,FireKlean icon.png,FireKlean gun lube,Flammable material,0.02,Super Rare,,
Plastic suitcase,Defibrillatoricon.png,Portable defibrillator,Medical Supplies,0.0005,Super Rare,,
Plastic suitcase,TransilluminatorIcon.png,LEDX Skin Transilluminator,Medical Supplies,0.0005,Super Rare,,
Plastic suitcase,Cigred.png,Strike Cigarettes,Other,0.3,Common,,
Plastic suitcase,Wilstonicon.png,Wilston cigarettes,Other,0.15,Common,,
Plastic suitcase,Aquamari icon.png,Water bottle with a filter Aquamari,Drink,0.06,Super Rare,,
Plastic suitcase,Green Tea icon.png,Green Ice,Drink,0.1,Common,,
Plastic suitcase,Apple Juice icon.png,Apple juice,Drink,0.3,Rare,,
Plastic suitcase,Grand Juice icon.png,Grand juice,Drink,0.3,Rare,,
Plastic suitcase,Vita Juice icon.png,Vita juice,Drink,0.3,Rare,,
Plastic suitcase,NRG Drink icon.png,Max energy,Drink,0.1,Common,,
Plastic suitcase,Pack ofMilk icon.png,Pack of milk,Drink,0.25,Rare,,
Plastic suitcase,Tar Cola icon.png,TarCola,Drink,0.08,Common,,
Plastic suitcase,Hor Rod icon.png,Hot Rod,Drink,0.21,Rare,,
Plastic suitcase,Pineapple Juice icon.png,Russian Army pineapple juice,Drink,0.27,Rare,,
Plastic suitcase,Water icon.png,0.6L water bottle,Drink,0.05,Common,,
Plastic suitcase,Can of sprats Icon.png,Can of sprats,Food,0.05,Rare,,
Plastic suitcase,DDGMayoIcon.png,Jar of DevilDog mayo,Food,0.03,Super Rare,,
Plastic suitcase,Alyonka Chocolate Bar icon.png,Alyonka chocolate bar,Food,0.15,Common,,
Plastic suitcase,Can of beef stew Icon.png,Can of beef stew,Food,0.1,Common,,
Plastic suitcase,Rye Croutons.png,Rye croutons,Food,0.15,Common,,
Plastic suitcase,Can of beef stew alt Icon.png,Can of delicious beef stew,Food,0.2,Common,,
Plastic suitcase,Condmilkicon.png,Condensed milk,Food,0.17,Rare,,
Plastic suitcase,Emeyla Croutons.png,Emelya rye croutons,Food,0.25,Common,,
Plastic suitcase,Herring icon.png,Can of herring,Food,0.15,Common,,
Plastic suitcase,Humpback icon.png,Humpback salmon,Food,0.13,Common,,
Plastic suitcase,Saury icon.png,Can of pacific saury,Food,0.12,Common,,
Plastic suitcase,MRE icon.png,MRE lunch box,Food,0.2,Rare,,
Plastic suitcase,Lunchbox icon.png,Iskra lunch box,Food,0.2,Common,,
Plastic suitcase,Sugar icon.png,Pack of sugar,Food,0.12,Rare,,
Plastic suitcase,Oatflakes icon.png,Pack of oat flakes,Food,0.15,Rare,,
Plastic suitcase,Peas icon.png,Can of green peas,Food,0.12,Common,,
Plastic suitcase,Slickers bar icon.png,Slickers bar,Food,0.19,Common,,
Plastic suitcase,Squash Spread icon.png,Squash spread,Food,0.09,Common,,
Plastic suitcase,Army Crackers icon.png,Army Crackers,Food,0.25,Common,,
Toolbox,AA Battery Icon 2.png,AA Battery,Energy Element,0.2,Common,,
Toolbox,D Size Battery Icon.png,D Size Battery,Energy Element,0.1,Common,,
Toolbox,Duct tape Icon.png,Duct tape,Building Material,0.25,Common,,
Toolbox,Insulating tape Icon.png,Insulating tape,Building Material,0.2,Rare,,
Toolbox,Boltsicon.png,Bolts,Building Material,0.35,Common,,
Toolbox,Screwnuticon.png,Screw nut,Building Material,0.35,Common,,
Toolbox,Geiger-Mueller counter Icon.png,Geiger-Muller counter,Electronics,0.03,Super Rare,,
Toolbox,T-Shaped Plug Icon.png,T-Shaped Plug,Electronics,0.25,Rare,,
Toolbox,Matches Icon.png,Classic matches,Flammable material,0.4,Rare,,
Toolbox,Gunpowder Icon.png,"Gunpowder ""Kite""",Other,0.06,Rare,,
Toolbox,PliersElite.png,Pliers Elite,Tool,0.02,Rare,,
Toolbox,Plier Icon.png,Pliers,Tool,0.21,Rare,,
Toolbox,Construction Measuring Tape Icon.png,Construction measuring tape,Tool,0.17,Rare,,
Toolbox,Screwdriver Icon.png,Screwdriver,Tool,0.18,Rare,,
Toolbox,Toolsicon.png,A set of tools,Tool,0.08,Super Rare,,
Toolbox,Wrench Icon.png,Wrench,Tool,0.18,Rare,,
Toolbox,FireSteelIcon.png,Old firesteel,Tool,0.003,Super Rare,,
Wooden Toolbox,AA Battery Icon 2.png,AA Battery,Energy Element,0.2,Common,,
Wooden Toolbox,D Size Battery Icon.png,D Size Battery,Energy Element,0.1,Common,,
Wooden Toolbox,Duct tape Icon.png,Duct tape,Building Material,0.25,Common,,
Wooden Toolbox,Insulating tape Icon.png,Insulating tape,Building Material,0.2,Rare,,
Wooden Toolbox,Boltsicon.png,Bolts,Building Material,0.35,Common,,
Wooden Toolbox,Screwnuticon.png,Screw nut,Building Material,0.35,Common,,
Wooden Toolbox,Geiger-Mueller counter Icon.png,Geiger-Muller counter,Electronics,0.03,Super Rare,,
Wooden Toolbox,T-Shaped Plug Icon.png,T-Shaped Plug,Electronics,0.25,Rare,,
Wooden Toolbox,Matches Icon.png,Classic matches,Flammable material,0.4,Rare,,
Wooden Toolbox,Gunpowder Icon.png,"Gunpowder ""Kite""",Other,0.06,Rare,,
Wooden Toolbox,PliersElite.png,Pliers Elite,Tool,0.02,Rare,,
Wooden Toolbox,Plier Icon.png,Pliers,Tool,0.21,Rare,,
Wooden Toolbox,Construction Measuring Tape Icon.png,Construction measuring tape,Tool,0.17,Rare,,
Wooden Toolbox,Screwdriver Icon.png,Screwdriver,Tool,0.18,Rare,,
Wooden Toolbox,Toolsicon.png,A set of tools,Tool,0.08,Super Rare,,
Wooden Toolbox,Wrench Icon.png,Wrench,Tool,0.18,Rare,,
Wooden Toolbox,FireSteelIcon.png,Old firesteel,Tool,0.003,Super Rare,,
Grenade box,F-1 grenade icon.png,F-1 Hand grenade,Throwable Weapon,0.05,Super Rare,,
Grenade box,RDG-2B Smoke grenade icon.png,RDG-2B Smoke grenade,Throwable Weapon,0.05,Rare,,
Grenade box,Zarya stun grenade icon.png,Zarya stun grenade,Throwable Weapon,0.03,Rare,,
Grenade box,RGD-5 grenade icon.png,RGD-5 hand grenade,Throwable Weapon,0.05,Rare,,
Wooden ammo box,40 VOG-25.png,40 mm VOG-25,Ammo,0.01,Common,1,1
Wooden ammo box,12x70BUCKSHOT.png,12x70 7mm Buckshot,Ammo,0.5,Common,3,10
Wooden ammo box,12x70SLUG.png,12x70 Led slug,Ammo,0.15,Common,1,10
Wooden ammo box,20x70BUCKSHOT.png,20x70 7.5mm Buckshot,Ammo,0.15,Common,3,10
Wooden ammo box,EKOICON.png,.366 TKM EKO,Ammo,0.1,Rare,2,15
Wooden ammo box,TKFMJICON.png,.366 TKM FMJ,Ammo,0.2,Common,2,15
Wooden ammo box,GEKSAICON.png,.366 TKM Geksa,Ammo,0.1,Common,2,15
Wooden ammo box,4.6x30APenIcon.png,4.6x30mm AP SX,Ammo,0.1,Super Rare,10,20
Wooden ammo box,4.6x30FMJIcon.png,4.6x30mm FMJ SX,Ammo,0.1,Rare,10,25
Wooden ammo box,74BPICON.png,5.45x39 mm BP,Ammo,0.15,Super Rare,2,15
Wooden ammo box,74BSICON.png,5.45x39 mm BS,Ammo,0.2,Super Rare,10,25
Wooden ammo box,74BTICON.png,5.45x39 mm BT,Ammo,0.2,Super Rare,10,25
Wooden ammo box,74FMJICON.png,5.45x39 mm FMJ,Ammo,0.2,Common,2,15
Wooden ammo box,74HPICON.png,5.45x39 mm HP,Ammo,0.25,Rare,2,15
Wooden ammo box,74PPICON.png,5.45x39 mm PP,Ammo,0.15,Common,3,15
Wooden ammo box,74PRSICON.png,5.45x39 mm PRS,Ammo,0.15,Common,4,15
Wooden ammo box,74PSICON.png,5.45x39 mm PS,Ammo,0.3,Common,3,15
Wooden ammo box,74SPICON.png,5.45x39 mm SP,Ammo,0.15,Rare,2,15
Wooden ammo box,74TICON.png,5.45x39 mm T,Ammo,0.1,Common,10,15
Wooden ammo box,74USICON.png,5.45x39 mm US,Ammo,0.1,Rare,10,15
Wooden ammo box,55FMJICON.png,5.56x45 mm 55 FMJ,Ammo,0.1,Common,1,15
Wooden ammo box,55HPICON.png,5.56x45 mm 55 HP,Ammo,0.1,Common,1,15
Wooden ammo box,M855ICON.png,5.56x45 mm M855,Ammo,0.1,Rare,2,15
Wooden ammo box,M855A1ICON.png,5.56x45 mm M855A1,Ammo,0.07,Super Rare,20,25
Wooden ammo box,M856ICON.png,5.56x45 mm M856,Ammo,0.1,Rare,1,15
Wooden ammo box,M856A1ICON.png,5.56x45 mm M856A1,Ammo,0.08,Super Rare,10,25
Wooden ammo box,M995ICON.png,5.56x45 mm M995,Ammo,0.05,Super Rare,10,20
Wooden ammo box,MK255ICON.png,5.56x45 mm Mk 255 Mod 0,Ammo,0.06,Super Rare,1,15
Wooden ammo box,7N1ICON.png,7.62x54R 7N1 Sniper cartridge,Ammo,0.05,Rare,3,15
Wooden ammo box,LPSGZHICON.png,7.62x54R LPS Gzh,Ammo,0.08,Rare,1,15
Wooden ammo box,SNBICON.png,7.62x54R SNB,Ammo,0.1,Super Rare,3,15
Wooden ammo box,TTFMJ43.png,7.62x25mm TT FMJ43,Ammo,0.15,Common,1,20
Wooden ammo box,TTLRN.png,7.62x25mm TT LRN,Ammo,0.1,Common,1,20
Wooden ammo box,7.62x39BP.png,7.62x39 mm BP,Ammo,0.1,Super Rare,10,25
Wooden ammo box,7.62x39HP.png,7.62x39 mm HP,Ammo,0.15,Common,2,15
Wooden ammo box,7.62x39PS.png,7.62x39 mm PS,Ammo,0.25,Common,2,15
Wooden ammo box,7.62x39US.png,7.62x39 mm US,Ammo,0.1,Rare,3,15
Wooden ammo box,M61ICON.png,7.62x51 mm M61,Ammo,0.09,Super Rare,1,15
Wooden ammo box,M62ICON.png,7.62x51 mm M62,Ammo,0.1,Rare,1,15
Wooden ammo box,M80ICON.png,7.62x51 mm M80,Ammo,0.15,Rare,1,15
Wooden ammo box,9x189BZTGZH.png,9x18 mm PM 9 BZT gzh,Ammo,0.05,Common,2,10
Wooden ammo box,9x18PBM.png,9x18 mm PM PBM,Ammo,0.07,Rare,2,10
Wooden ammo box,9x18PPTGZH.png,9x18 mm PM PPT gzh,Ammo,0.07,Rare,4,10
Wooden ammo box,9x18PSV.png,9x18 mm PM PSV,Ammo,0.05,Rare,2,10
Wooden ammo box,9x18SP7GZH.png,9x18 mm PM SP7 gzh,Ammo,0.1,Super Rare,2,10
Wooden ammo box,9x18SP8GZH.png,9x18 mm PM SP8 gzh,Ammo,0.08,Super Rare,2,10
